uniprot_id	dataset	genomic_accession	species	strain	genomic_context	intergenic_distance	receptor_id	grp_identical_proteins	rep_sequence	receptor_family	r_start	r_end	r_strand	TPR_hmm_name	TPR_hmm_accession	TPR_hmm_coverage	TPR_hmm_evalue	HTH_hmm_name	HTH_hmm_accession	HTH_hmm_coverage	HTH_hmm_evalue	homologous_ref_receptor	blastp_evalue	perc_identity	perc_cover	propeptide_id	p_start	p_end	p_strand	p_RBS_bin	p_RBS_motif	p_RBS_spacer	Prediction	propeptide_score	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS_Position	qss_id	genetic_element	Phaster_prophage_prediction	prophage_region	taxid	lineage	class	order	family	genus
A0A2S1H643	Firmicutes	CP029002.1	Lysinibacillus sp. 2017	2017	(<= ====>)	216	AWE09143.1	Cluster 15606	True	subfam_03_PlcR	3691512	3692396	+	2qfcA00-i1	-	96.6	1.2E-64	51844	47413	92.3	4.4E-14	PlcR_[B._cereus]	1.21E-15	29.098	81.6	smallORF55282	3691230	3691295	-	16	GAGG	5	SP(Sec/SPI)	0.397708	0.397708	0.02078	0.202906	0.378606	CS pos: 15-16. TFC-NK. Pr: 0.0799	11452	chromosome			2169540	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;x__unclassified Lysinibacillus;s__Lysinibacillus sp. 2017	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
A0A2S1H643	Firmicutes	CP029002.1	Lysinibacillus sp. 2017	2017	(====> =>)	-4	AWE09143.1	Cluster 15606	True	subfam_03_PlcR	3691512	3692396	+	2qfcA00-i1	-	96.6	1.2E-64	51844	47413	92.3	4.4E-14	PlcR_[B._cereus]	1.21E-15	29.098	81.6	smallORF55284	3692393	3692551	+	27	AGGAGG	7	SP(Sec/SPI)	0.910157	0.910157	0.003412	0.056818	0.029614	CS pos: 28-29. ISA-NE. Pr: 0.7644	11453	chromosome			2169540	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;x__unclassified Lysinibacillus;s__Lysinibacillus sp. 2017	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
A0A7T2CVM3	Firmicutes	CP065546.1	Lysinibacillus sp. JNUCC-52	JNUCC-52	(<= <====)	122	QPQ37140.1	Cluster 16241	True	subfam_03_PlcR	1878907	1879782	-	2qfcA00-i1	-	94.2	6.8E-80	50823	47413	83.3	2.1E-13	PlcR_[B._cereus]	4.93E-15	29.889	91.8	QPQ37139.1	1878620	1878784	-				SP(Sec/SPI)	0.922116	0.922116	0.006994	0.041324	0.029566	CS pos: 30-31. AMV-DS. Pr: 0.3150	5395	chromosome			2792480	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;x__unclassified Lysinibacillus;s__Lysinibacillus sp. JNUCC-52	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
A0A8U0BHM5	Firmicutes	CP095743.1	Niallia sp. Man26	Man26	(<= ====>)	156	UPO87380.1	Cluster 15044	True	subfam_03_PlcR	3543899	3544792	+	2qfcA00-i1	-	96.2	1E-75	51844	47413	90.8	1.9E-11	PlcR_[B._cereus]	5.12E-52	37.276	93.6	smallORF129762	3543623	3543742	-	16	GAGG	8	SP(Sec/SPI)	0.886848	0.886848	0.003358	0.049156	0.060638	CS pos: 24-25. TQS-LD. Pr: 0.5170	15714	chromosome			2912824	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Niallia;x__unclassified Niallia;s__Niallia sp. Man26	Bacilli	Bacillales	Bacillaceae	Niallia
A0A1B3XVB9	Firmicutes	CP017080.1	Peribacillus muralis	G25-68	(<= ====>)	197	AOH57149.1	Cluster 15027	True	subfam_03_PlcR	4657888	4658781	+	2qfcA00-i1	-	95.6	2.5E-82	51844	47413	92.3	4.5E-15	PlcR_[B._cereus]	9.36E-14	25.09	90.2	smallORF31708	4657562	4657690	-	27	AGGAGG	8	SP(Sec/SPI)	0.444604	0.444604	0.002688	0.363011	0.189697	CS pos: 26-27. VTP-HE. Pr: 0.1252	10146	chromosome			264697	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Peribacillus;s__Peribacillus muralis	Bacilli	Bacillales	Bacillaceae	Peribacillus
A0A223EHS4	Firmicutes	CP017704.1	Peribacillus simplex	DSM 1321	(<==== =>)	197	ASS94809.1	Cluster 15030	True	subfam_03_PlcR	2821235	2822128	-	2qfcA00-i1	-	96.2	5.8E-83	51844	47413	92.3	1.7E-15	PlcR_[B._cereus]	1.26E-15	24.653	92.3	smallORF46809	2822326	2822439	+	27	AGGAGG	8	SP(Sec/SPI)	0.80544	0.80544	0.008425	0.034182	0.151953	CS pos: 30-31. LYA-EL. Pr: 0.6124	10213	chromosome			1349754	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Peribacillus;s__Peribacillus simplex;x__Peribacillus simplex NBRC 15720 = DSM 1321	Bacilli	Bacillales	Bacillaceae	Peribacillus
D5DDU4	Firmicutes	CP001982.1	Priestia megaterium	DSM 319	(====> =>)	150	ADF38773.1	Cluster 16222	True	subfam_03_PlcR	1928253	1929128	+	2qfcA00-i1	-	96.2	1.3E-89	51844	47413	92.3	5.1E-15	PlcR_[B._cereus]	4.38E-25	30.268	86.9	ADF38774.1	1929279	1929398	+				SP(Sec/SPI)	0.863568	0.863568	0.005001	0.094538	0.036893	CS pos: 26-27. SVA-TG. Pr: 0.3910	878	chromosome			592022	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;s__Priestia megaterium;x__Priestia megaterium DSM 319	Bacilli	Bacillales	Bacillaceae	Priestia
A0A6I6Q166	Firmicutes	CP047096.1	Rossellomorea marisflavi	151-25	(<= ====>)	114	QHA38708.1	Cluster 15439	True	subfam_03_PlcR	70034	70921	+	2qfcA00-i1	-	96.2	8.6E-65	51844	47413	92.3	2.4E-13	PlcR_[B._cereus]	1.92E-21	28.205	88.5	QHA38707.1	69779	69919	-				SP(Sec/SPI)	0.853495	0.853495	0.001884	0.094333	0.050287	CS pos: 26-27. SGA-LY. Pr: 0.3590	4562	plasmid			189381	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Rossellomorea;s__Rossellomorea marisflavi	Bacilli	Bacillales	Bacillaceae	Rossellomorea
A0A6I6UUP9	Firmicutes	CP047394.1	Rossellomorea vietnamensis	151-6	(<==== =>)	198	QHE63381.1	Cluster 15921	True	subfam_03_PlcR	4312221	4313102	-	2qfcA00-i1	-	96.2	1.8E-82	51844	47413	90.8	7.6E-15	PlcR_[B._cereus]	2.63E-19	27.668	84.3	smallORF82024	4313301	4313429	+	24	GGAGG	8	SP(Sec/SPI)	0.900401	0.900401	0.06216	0.0348	0.00264	CS pos: 26-27. AAA-KT. Pr: 0.6826	13250	chromosome			218284	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Rossellomorea;s__Rossellomorea vietnamensis	Bacilli	Bacillales	Bacillaceae	Rossellomorea
A0A6I6UPZ1	Firmicutes	CP047394.1	Rossellomorea vietnamensis	151-6	(<==== =>)	169	QHE60366.1	Cluster 15440	True	subfam_03_PlcR	863273	864160	-	2qfcA00-i1	-	96.6	7.1E-72	51844	47413	90.8	5.6E-14	PlcR_[B._cereus]	9E-17	27.778	82	QHE60367.1	864330	864467	+				SP(Sec/SPI)	0.56693	0.56693	0.000993	0.345505	0.086571	CS pos: 27-28. QHA-EV. Pr: 0.1733	4610	chromosome			218284	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Rossellomorea;s__Rossellomorea vietnamensis	Bacilli	Bacillales	Bacillaceae	Rossellomorea
A0A7T6Z226	Firmicutes	CP054705.1	Salicibibacter cibarius	NKC5-3	(====> <=)	44	QQK75526.1	Cluster 16732	True	subfam_03_PlcR	1529690	1530556	+	2qfcA00-i1	-	95.6	3.9E-75	50823	47413	87.2	2.7E-13	PlcR_[B._cereus]	1.04E-20	29.278	88.1	QQK75527.1	1530601	1530747	-				SP(Sec/SPI)	0.792927	0.792927	0.010334	0.089241	0.107498	CS pos: 30-31. IES-YS. Pr: 0.3156	5088	chromosome			2743000	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salicibibacter;s__Salicibibacter cibarius	Bacilli	Bacillales	Bacillaceae	Salicibibacter
A0A514LKS8	Firmicutes	CP035485.1	Salicibibacter halophilus	NKC3-5	(<= ====>)	98	QDI92403.1	Cluster 13130	True	subfam_03_PlcR	3175281	3176252	+	2qfcA00-i1	-	95.6	7.1E-64	51844	47413	93.8	3.4E-12	PlcR_[B._cereus]	1.94E-30	28.669	89.8	smallORF72863	3175057	3175182	-	27	AGGAGG	10	SP(Sec/SPI)	0.904778	0.904778	0.002806	0.039513	0.052903	CS pos: 27-28. EQA-SE. Pr: 0.2944	12401	chromosome			2502791	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salicibibacter;s__Salicibibacter halophilus	Bacilli	Bacillales	Bacillaceae	Salicibibacter
D6XZW8	Firmicutes	CP001791.1	Salisediminibacterium selenitireducens	MLS10	(<= ====>)	190	ADI00470.1	Cluster 16568	True	subfam_03_PlcR	3226911	3227780	+	2qfcA00-i1	-	96.6	2.4E-64	51844	47413	93.8	1.9E-15	PlcR_[B._cereus]	3.12E-11	22.53	86	ADI00469.1	3226571	3226720	-				SP(Sec/SPI)	0.943083	0.943083	0.007157	0.030574	0.019186	CS pos: 26-27. SDA-LN. Pr: 0.5745	845	chromosome	intact(150)	3205144-3262466	439292	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salisediminibacterium;s__Salisediminibacterium selenitireducens;x__[Bacillus] selenitireducens MLS10	Bacilli	Bacillales	Bacillaceae	Salisediminibacterium
A0A223KT34	Firmicutes	CP018866.1	Sutcliffiella cohnii	DSM 6307	(<= ====>)	202	AST92662.1	Cluster 15604	True	subfam_03_PlcR	3158915	3159799	+	2qfcA00-i1	-	96.6	2.3E-83	51844	47413	90.8	1.6E-13	PlcR_[B._cereus]	1.25E-25	31.727	82.7	smallORF46894	3158599	3158712	-	24	GGAGG	9	SP(Sec/SPI)	0.924348	0.924348	0.001518	0.072293	0.001841	CS pos: 23-24. VSA-SP. Pr: 0.7025	10326	chromosome			33932	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Sutcliffiella;s__Sutcliffiella cohnii	Bacilli	Bacillales	Bacillaceae	Sutcliffiella
A0A6B9YH72	Firmicutes	CP048021.1	Virgibacillus sp. MSP4-1		(<= ====>)	198	QHS24062.1	Cluster 14222	True	subfam_03_PlcR	2953580	2954491	+	2qfcA00-i1	-	96.6	4.4E-67	51844	47413	92.3	2.7E-14	PlcR_[B._cereus]	0.00000000115	25.524	93.1	QHS24061.1	2953244	2953381	-				SP(Sec/SPI)	0.859372	0.859372	0.002163	0.122027	0.016439	CS pos: 31-32. SAA-KV. Pr: 0.3166	4635	chromosome			2700081	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Virgibacillus;x__unclassified Virgibacillus;s__Virgibacillus sp. MSP4-1	Bacilli	Bacillales	Bacillaceae	Virgibacillus
A0A8G1DJH3	Firmicutes	CP080764.1	Aneurinibacillus thermoaerophilus	CCM 8960	(<= ====>)	180	QYY42678.1	Cluster 15932	True	subfam_03_PlcR	3499046	3499927	+	2qfcA00-i1	-	97.3	3.5E-92	51844	47413	92.3	1.8E-15	PlcR_[B._cereus]	8.78E-23	29.07	86	QYY42677.1	3498716	3498865	-				SP(Sec/SPI)	0.709433	0.709433	0.002506	0.12611	0.161951	CS pos: 29-30. VEK-ES. Pr: 0.1767	6282	chromosome			143495	c__Bacilli;o__Bacillales;f__Paenibacillaceae;x__Aneurinibacillus group;g__Aneurinibacillus;s__Aneurinibacillus thermoaerophilus	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus
A0A0X9W936	Firmicutes	CP013217.1	Kurthia sp. 11kri321	11kri321	(=> <====)	94	AMA62328.1	Cluster 16087	True	subfam_03_PlcR	1824706	1825584	-	2qfcA00-i1	-	94.2	1.5E-68	51844	47413	90.8	3.7E-11	PlcR_[B._cereus]	9.33E-38	30	93.5	AMA64200.1	1824504	1824611	+				SP(Sec/SPI)	0.534621	0.534621	0.005335	0.20619	0.253854	CS pos: 28-29. VMP-LD. Pr: 0.1930	1916	chromosome			1750719	c__Bacilli;o__Bacillales;f__Planococcaceae;g__Kurthia;x__unclassified Kurthia;s__Kurthia sp. 11kri321	Bacilli	Bacillales	Planococcaceae	Kurthia
A0A0B4RF84	Firmicutes	CP009129.1	Planococcus sp. PAMC 21323	PAMC 21323	(====> <=)	-4	AIY06651.1	Cluster 15430	True	subfam_03_PlcR	2752827	2753714	+	RNPP_C	PF18768.3	99.5	5.7E-91	51844	47413	92.3	5.8E-15	PlcR_[B._cereus]	5.06E-75	42.705	95.3	AIY06652.1	2753711	2753869	-				SP(Sec/SPI)	0.79418	0.79418	0.006539	0.01929	0.179991	CS pos: 33-34. AFS-NG. Pr: 0.3338	1370	chromosome			1526927	c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;x__unclassified Planococcus (in: Bacteria);s__Planococcus sp. PAMC 21323	Bacilli	Bacillales	Planococcaceae	Planococcus
A0A143HEG3	Firmicutes	CP014806.1	Rummeliibacillus stabekisii	PP9	(=> <====)	76	AMX00149.1	Cluster 15600	True	subfam_03_PlcR	2503412	2504296	-	RNPP_C	PF18768.3	100	1.8E-85	51844	47413	90.8	2.8E-12	PlcR_[B._cereus]	4.42E-50	35.461	94.6	smallORF30824	2503228	2503335	+	27	AGGAGG	8	SP(Sec/SPI)	0.743836	0.743836	0.001409	0.063925	0.19083	CS pos: 25-26. FGS-DL. Pr: 0.2272	9832	chromosome			241244	c__Bacilli;o__Bacillales;f__Planococcaceae;g__Rummeliibacillus;s__Rummeliibacillus stabekisii	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus
A0A0F7HM59	Firmicutes	CP011366.1	Salinicoccus halodurans	H3B36	(<= ====>)	103	AKG74556.1	Cluster 15431	True	subfam_03_PlcR	2020009	2020896	+	2qfcA00-i1	-	94.2	2.1E-38	51844	47413	89.2	1.6E-11					smallORF25200	2019732	2019905	-	14	GGTGG	8	SP(Sec/SPI)	0.964489	0.964489	0.001932	0.030502	0.003077	CS pos: 28-29. VEA-SI. Pr: 0.9167	9538	chromosome			407035	c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Salinicoccus;s__Salinicoccus halodurans	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus
A0A516GK55	Firmicutes	CP041626.1	Dolosigranulum pigrum	83VPs-KB5	(====> =>)	-29	QDO91894.1	Cluster 16726	True	subfam_03_PlcR	1600389	1601255	+	2qfcA00-i1	-	97.3	4.2E-53	51844	47413	92.3	1.1E-17	PlcR_[B._cereus]	1.94E-14	26.812	89.6	smallORF73562	1601227	1601397	+	22	AGGAG	10	SP(Sec/SPI)	0.610165	0.610165	0.005658	0.098952	0.285225	CS pos: 36-37. SMS-TQ. Pr: 0.1478	12764	chromosome			29394	c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Dolosigranulum;s__Dolosigranulum pigrum	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum
I9L4S7	Firmicutes	CM001538.1	Lactiplantibacillus pentosus	KCA1	(<= <====)	93	EIW15241.1	Cluster 18404	True	subfam_03_PlcR	202000	202842	-	2qfcA00-i1	-	91.5	2.7E-37	mbf_short4	SM00530	92.9	0.0000000017					smallORF11521	201775	201906	-	27	AGGAGG	8	SP(Sec/SPI)	0.668746	0.668746	0.117508	0.166817	0.046929	CS pos: 26-27. VPA-AQ. Pr: 0.4484	8443	chromosome			1136177	c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus pentosus;x__Lactiplantibacillus pentosus KCA1	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus
F9UT06	Firmicutes	AL935263.2	Lactiplantibacillus plantarum	WCFS1	(<= <====)	92	CCC77737.1	Cluster 18403	False	subfam_03_PlcR	182176	183018	-	2qfcA00-i1	-	91.1	1.5E-36	mbf_short4	SM00530	92.9	0.0000000017					smallORF8746	181952	182083	-	27	AGGAGG	8	SP(Sec/SPI)	0.660584	0.660584	0.17974	0.120604	0.039073	CS pos: 26-27. VPA-AQ. Pr: 0.4504	7829	chromosome			220668	c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum;x__Lactiplantibacillus plantarum WCFS1	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus
A0A2R3JQ24	Firmicutes	CP027190.1	Lactobacillus sp. CBA3605	CBA3605	(<= <====)	95	AVK61650.1	Cluster 18412	True	subfam_03_PlcR	1587100	1587942	-	2qfcA00-i1	-	91.5	4.6E-30	mbf_short4	SM00530	92.9	0.000000026					smallORF53471	1586873	1587004	-	27	AGGAGG	8	SP(Sec/SPI)	0.581551	0.581551	0.189596	0.17666	0.052193	CS pos: 26-27. VPA-AQ. Pr: 0.4253	11293	chromosome			2099788	c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;x__unclassified Lactobacillus;s__Lactobacillus sp. CBA3605	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
A0A1W6N9K3	Firmicutes	CP016797.1	Levilactobacillus brevis	TMW 1.2112	(<= ====>)	378	ARN90200.1	Cluster 18899	True	subfam_03_PlcR	1372426	1373250	+	2qfcA00-i1	-	86	5.2E-42	51844	47413	90.8	5.3E-13					smallORF42006	1371982	1372047	-	15	AGGA	9	SP(Sec/SPI)	0.400602	0.400602	0.03055	0.227138	0.341711	CS pos: 10-11. AIA-TY. Pr: 0.0510	10102	chromosome			1580	c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus
A0A5B8TEE0	Firmicutes	CP042392.1	Loigolactobacillus coryniformis	CBA3616	(====> =>)	79	QEA52837.1	Cluster 16237	True	subfam_03_PlcR	1162995	1163870	+	2qfcA00-i1	-	91.1	2.2E-43	51844	47413	81.5	1.7E-10					smallORF74684	1163950	1164066	+	16	GAGG	8	SP(Sec/SPI)	0.416807	0.416807	0.052443	0.135511	0.395238	CS pos: 28-29. RHT-TD. Pr: 0.1190	12823	chromosome			1610	c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Loigolactobacillus;s__Loigolactobacillus coryniformis	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus
A0A0X8UWJ2	Firmicutes	CP014326.1	Streptococcus mitis	SVGS_061	(<= <====)	275	AMH89480.1	Cluster 17634	True	subfam_03_PlcR	2039510	2040367	-	2qfcA00-i1	-	93.9	4.5E-53	mbf_short4	SM00530	100	1.6E-14	PlcR_[B._cereus]	0.000000991	23.297	94	smallORF29257	2039091	2039234	-	19	AGAAGG	7	SP(Sec/SPI)	0.62497	0.62497	0.006387	0.100817	0.267825	CS pos: 27-28. SRS-FI. Pr: 0.2188	9775	chromosome			28037	c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
C1C9L4	Firmicutes	CP000918.1	Streptococcus pneumoniae	70585	(<==== =>)	188	ACO17090.1	Cluster 16943	True	subfam_03_PlcR	1861929	1862792	-	2qfcA00-i1	-	96.6	9.2E-53	51844	47413	89.2	1.6E-13	PlcR_[B._cereus]	0.0000000429	27.273	76.7	ACO16186.1	1862981	1863151	+				SP(Sec/SPI)	0.530941	0.530941	0.006079	0.112774	0.350205	CS pos: 33-34. IQK-NR. Pr: 0.0364	783	chromosome			488221	c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae;x__Streptococcus pneumoniae 70585	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
A0A0H2URV9	Firmicutes	AE005672.3	Streptococcus pneumoniae	TIGR4; ATCC BAA-334	(<==== =>)	191	AAK76014.1	Cluster 16940	True	subfam_03_PlcR	1849039	1849902	-	2qfcA00-i1	-	96.6	4.5E-53	51844	47413	89.2	1.4E-13	PlcR_[B._cereus]	0.000000132	26.141	76.7	AAK76015.1	1850094	1850264	+				SP(Sec/SPI)	0.560691	0.560691	0.005054	0.110856	0.323399	CS pos: 33-34. IQK-NK. Pr: 0.0385	4	chromosome			170187	c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae;x__Streptococcus pneumoniae TIGR4	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
A0A0H2UN31	Firmicutes	AE005672.3	Streptococcus pneumoniae	TIGR4; ATCC BAA-334	(====> =>)	152	AAK74345.1	Cluster 16691	True	subfam_03_PlcR	159192	160058	+	2qfcA00-i1	-	94.9	2.1E-54	mbf_short4	SM00530	100	1.1E-14	PlcR_[B._cereus]	3.91E-10	24.111	83.3	AAK74346.1	160211	160339	+				SP(Sec/SPI)	0.637296	0.637296	0.018824	0.133502	0.210377	CS pos: 33-34. ARG-ID. Pr: 0.1695	2	chromosome			170187	c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae;x__Streptococcus pneumoniae TIGR4	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
A0A0H2UPU6	Firmicutes	AE005672.3	Streptococcus pneumoniae	TIGR4; ATCC BAA-334	(====> =>)	152	AAK75171.1	Cluster 16692	True	subfam_03_PlcR	993954	994820	+	2qfcA00-i1	-	93.5	7E-56	mbf_short4	SM00530	100	3E-14	PlcR_[B._cereus]	4.52E-11	23.158	92.7	AAK75172.1	994973	995107	+				SP(Sec/SPI)	0.634242	0.634242	0.015823	0.255701	0.094234	CS pos: 33-34. ARG-ID. Pr: 0.2234	3	chromosome			170187	c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae;x__Streptococcus pneumoniae TIGR4	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
G0I7K9	Firmicutes	CP002925.1	Streptococcus pseudopneumoniae	IS7493	(<==== =>)	190	AEL11414.1	Cluster 13945	True	subfam_03_PlcR	1896876	1897793	-	2qfcA00-i1	-	93.5	4.2E-54	51844	47413	89.2	2.6E-13	PlcR_[B._cereus]	0.0000000894	24.038	96.1	AEL11415.1	1897984	1898154	+				SP(Sec/SPI)	0.518059	0.518059	0.005553	0.111882	0.364506	CS pos: 33-34. IQK-NR. Pr: 0.0365	969	chromosome			1054460	c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pseudopneumoniae;x__Streptococcus pseudopneumoniae IS7493	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
A0A2Z5U3H1	Firmicutes	AP018400.1	Streptococcus ruminantium	GUT187T	(<==== =>)	195	BBA92588.1	Cluster 16966	True	subfam_03_PlcR	985972	986835	-	2qfcA00-i1	-	96.9	1.1E-52	51844	47413	87.7	3.3E-14					smallORF60530	987031	987276	+	19	AGGGGG	6	SP(Sec/SPI)	0.520995	0.520995	0.001954	0.106531	0.37052	CS pos: 28-29. ARK-LN. Pr: 0.1208	7919	chromosome			1917441	c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus ruminantium	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
A0A2I5KE12	Firmicutes	CP024974.1	Streptococcus suis	CZ130302	(<= ====>)	158	ATZ03060.1	Cluster 16387	True	subfam_03_PlcR	623972	624844	+	2qfcA00-i1	-	93.2	1.2E-50	51844	47413	89.2	1.4E-13					ATZ03059.1	623523	623813	-				SP(Sec/SPI)	0.988228	0.988228	0.00379	0.004306	0.003676	CS pos: 29-30. VNA-ET. Pr: 0.8863	2937	chromosome			1307	c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
A0A2I5KE12	Firmicutes	CP024974.1	Streptococcus suis	CZ130302	(====> =>)	33	ATZ03060.1	Cluster 16387	True	subfam_03_PlcR	623972	624844	+	2qfcA00-i1	-	93.2	1.2E-50	51844	47413	89.2	1.4E-13					smallORF50315	624878	625006	+	22	AGGAG	6	SP(Sec/SPI)	0.747027	0.747027	0.005629	0.051835	0.195509	CS pos: 28-29. TRT-SD. Pr: 0.3158	11062	chromosome			1307	c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
G7SF00	Firmicutes	CP002644.1	Streptococcus suis	D12	(====> =>)	346	AER18561.1	Cluster 16951	True	subfam_03_PlcR	228890	229753	+	2qfcA00-i1	-	91.8	1E-52	51844	47413	89.2	2.9E-11	PlcR_[B._cereus]	6.71E-15	26.007	85.6	AER18562.1	230100	230399	+				SP(Sec/SPI)	0.977485	0.977485	0.006232	0.011498	0.004785	CS pos: 25-26. VLA-IS. Pr: 0.5337	952	chromosome			1004952	c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis;x__Streptococcus suis D12	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
A0A8G1BB92	Firmicutes	CP080959.1	Streptococcus equi	B630793	(<= ====>)	189	QZA20950.1	Cluster 16990	True	subfam_03_PlcR	1872892	1873755	+	2qfcA00-i1	-	96.2	9.6E-54	51249	47413	82.3	3.4E-13	PlcR_[B._cereus]	8.37E-11	27.778	76.5	QZA20949.1	1872523	1872702	-				SP(Sec/SPI)	0.84755	0.84755	0.008568	0.027012	0.116869	CS pos: 31-32. PSA-EK. Pr: 0.1608	6283	chromosome			40041	c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;x__Streptococcus dysgalactiae group;s__Streptococcus equi;x__Streptococcus equi subsp. zooepidemicus	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
B4U0L0	Firmicutes	CP001129.1	Streptococcus equi	MGCS10565; ATCC BAA1716	(<= <====)	4	ACG63219.1	Cluster 17602	True	subfam_03_PlcR	1959248	1960105	-	2qfcA00-i1	-	95.2	2.3E-55	HTH_3	PF01381.24	96.4	1E-14	PlcR_[B._cereus]	4.55E-17	26.939	83.9	smallORF2816	1959175	1959243	-	16	GGAG	10	SP(Sec/SPI)	0.44374	0.44374	0.026813	0.188208	0.341238	CS pos: ?. Probable protein fragment	8553	chromosome			552526	c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;x__Streptococcus dysgalactiae group;s__Streptococcus equi;x__Streptococcus equi subsp. zooepidemicus;x__Streptococcus equi subsp. zooepidemicus MGCS10565	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
A0A6I6W9I7	Firmicutes	CP019557.1	Streptococcus sp. DAT741	DAT741	(<= <====)	-4	QHF55609.1	Cluster 17972	True	subfam_03_PlcR	2064050	2064901	-	2qfcA00-i1	-	94.2	1.9E-49	mbf_short4	SM00530	96.4	0.0000000018	PlcR_[B._cereus]	0.0000000174	25.431	76.3	smallORF82150	2063958	2064053	-	22	AGGAG	7	SP(Sec/SPI)	0.530676	0.530676	0.015867	0.161357	0.2921	CS pos: ?. Probable protein fragment	10360	chromosome			1940319	c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;x__unclassified Streptococcus;s__Streptococcus sp. DAT741	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
