# 2023/03/12 - 10:28 | PDB: 10.23 | UniProt: 2023.02
PDB,CHAIN,SP_PRIMARY,SUNID,SCOP_ID
1p3b,D,P02281,93991,d1p3bd_
1p3b,E,P84233,93992,d1p3be_
1p3b,F,P62799,93993,d1p3bf_
1p3b,G,P06897,93994,d1p3bg_
1p3b,H,P02281,93995,d1p3bh_
1p3c,A,Q9EXR9,93996,d1p3ca_
1p3d,A,P45066,87728,d1p3da1
1p3d,A,P45066,87729,d1p3da2
1p3d,A,P45066,87730,d1p3da3
1p3d,B,P45066,87731,d1p3db1
1p3d,B,P45066,87732,d1p3db2
1p3d,B,P45066,87733,d1p3db3
1p3e,A,Q9EXR9,93997,d1p3ea_
1p3f,A,P84233,93998,d1p3fa_
1p3f,B,P62799,93999,d1p3fb_
1p3f,C,P06897,94000,d1p3fc_
1p3f,D,P02281,94001,d1p3fd_
1p3f,E,P84233,94002,d1p3fe_
1p3f,F,P62799,94003,d1p3ff_
1p3f,G,P06897,94004,d1p3fg_
1p3f,H,P02281,94005,d1p3fh_
1p3g,A,P84233,94006,d1p3ga_
1p3g,B,P62799,94007,d1p3gb_
1p3g,C,P06897,94008,d1p3gc_
1p3g,D,P02281,94009,d1p3gd_
1p3g,E,P84233,94010,d1p3ge_
1p3g,F,P62799,94011,d1p3gf_
1p3g,G,P06897,94012,d1p3gg_
1p3g,H,P02281,94013,d1p3gh_
1p3h,A,P9WPE5,87734,d1p3ha_
1p3h,B,P9WPE5,87735,d1p3hb_
1p3h,C,P9WPE5,87736,d1p3hc_
1p3h,D,P9WPE5,87737,d1p3hd_
1p3h,E,P9WPE5,87738,d1p3he_
1p3h,F,P9WPE5,87739,d1p3hf_
1p3h,G,P9WPE5,87740,d1p3hg_
1p3h,H,P9WPE5,87741,d1p3hh_
1p3h,I,P9WPE5,87742,d1p3hi_
1p3h,J,P9WPE5,87743,d1p3hj_
1p3h,K,P9WPE5,87744,d1p3hk_
1p3h,L,P9WPE5,87745,d1p3hl_
1p3h,M,P9WPE5,87746,d1p3hm_
1p3h,N,P9WPE5,87747,d1p3hn_
1p3i,A,P84233,94014,d1p3ia_
1p3i,B,P62799,94015,d1p3ib_
1p3i,C,P06897,94016,d1p3ic_
1p3i,D,P02281,94017,d1p3id_
1p3i,E,P84233,94018,d1p3ie_
1p3i,F,P62799,94019,d1p3if_
1p3i,G,P06897,94020,d1p3ig_
1p3i,H,P02281,94021,d1p3ih_
1p3j,A,P16304,94022,d1p3ja1
1p3j,A,P16304,94023,d1p3ja2
1p3k,A,P84233,94024,d1p3ka_
1p3k,B,P62799,94025,d1p3kb_
1p3k,C,P06897,94026,d1p3kc_
1p3k,D,P02281,94027,d1p3kd_
1p3k,E,P84233,94028,d1p3ke_
1p3k,F,P62799,94029,d1p3kf_
1p3k,G,P06897,94030,d1p3kg_
1p3k,H,P02281,94031,d1p3kh_
1p3l,A,P84233,94032,d1p3la_
1p3l,B,P62799,94033,d1p3lb_
1p3l,C,P06897,94034,d1p3lc_
1p3l,D,P02281,94035,d1p3ld_
1p3l,E,P84233,94036,d1p3le_
1p3l,F,P62799,94037,d1p3lf_
1p3l,G,P06897,94038,d1p3lg_
1p3l,H,P02281,94039,d1p3lh_
1p3m,A,P84233,94040,d1p3ma_
1p3m,B,P62799,94041,d1p3mb_
1p3m,C,P06897,94042,d1p3mc_
1p3m,D,P02281,94043,d1p3md_
1p3m,E,P84233,94044,d1p3me_
1p3m,F,P62799,94045,d1p3mf_
1p3m,G,P06897,94046,d1p3mg_
1p3m,H,P02281,94047,d1p3mh_
1p3n,A,P00720,94048,d1p3na_
1p3o,A,P84233,94049,d1p3oa_
1p3o,B,P62799,94050,d1p3ob_
1p3o,C,P06897,94051,d1p3oc_
1p3o,D,P02281,94052,d1p3od_
1p3o,E,P84233,94053,d1p3oe_
1p3o,F,P62799,94054,d1p3of_
1p3o,G,P06897,94055,d1p3og_
1p3o,H,P02281,94056,d1p3oh_
1p3p,A,P84233,94057,d1p3pa_
1p3p,B,P62799,94058,d1p3pb_
1p3p,C,P06897,94059,d1p3pc_
1p3p,D,P02281,94060,d1p3pd_
1p3p,E,P84233,94061,d1p3pe_
1p3p,F,P62799,94062,d1p3pf_
1p3p,G,P06897,94063,d1p3pg_
1p3p,H,P02281,94064,d1p3ph_
1p3q,Q,P54787,87748,d1p3qq_
1p3q,R,P54787,87749,d1p3qr_
1p3q,U,P0CH28,87750,d1p3qu_
1p3q,V,P0CH28,87751,d1p3qv_
1p3r,A,P98078,94065,d1p3ra_
1p3r,B,P98078,94066,d1p3rb_
1p3r,C,P98078,94067,d1p3rc_
1p3t,A,Q9RGD9,94068,d1p3ta_
1p3u,A,Q9RGD9,94069,d1p3ua_
1p3v,A,Q9RGD9,94070,d1p3va_
1p3w,A,P0A6B7,87752,d1p3wa_
1p3w,B,P0A6B7,87753,d1p3wb_
1p3y,1,Q9RC23,94071,d1p3y1_
1p42,A,O67648,87754,d1p42a1
1p42,A,O67648,87755,d1p42a2
1p42,B,O67648,87756,d1p42b1
1p42,B,O67648,87757,d1p42b2
1p43,A,P00924,94072,d1p43a1
1p43,A,P00924,94073,d1p43a2
1p43,B,P00924,94074,d1p43b1
1p43,B,P00924,94075,d1p43b2
1p44,A,P9WGR1,94076,d1p44a_
1p44,B,P9WGR1,94077,d1p44b_
1p44,C,P9WGR1,94078,d1p44c_
1p44,D,P9WGR1,94079,d1p44d_
1p44,E,P9WGR1,94080,d1p44e_
1p44,F,P9WGR1,94081,d1p44f_
1p45,A,P9WGR1,94082,d1p45a_
1p45,B,P9WGR1,94083,d1p45b_
1p46,A,P00720,94084,d1p46a_
1p47,A,P08046,87758,d1p47a1
1p47,A,P08046,87759,d1p47a2
1p47,A,P08046,87760,d1p47a3
1p47,B,P08046,87761,d1p47b1
1p47,B,P08046,87762,d1p47b2
1p47,B,P08046,87763,d1p47b3
1p48,A,P00924,94085,d1p48a1
1p48,A,P00924,94086,d1p48a2
1p48,B,P00924,94087,d1p48b1
1p48,B,P00924,94088,d1p48b2
1p49,A,P08842,94089,d1p49a_
1p4a,A,P37551,94090,d1p4aa1
1p4a,A,P37551,94091,d1p4aa2
1p4a,B,P37551,94092,d1p4ab1
1p4a,B,P37551,94093,d1p4ab2
1p4a,C,P37551,94094,d1p4ac1
1p4a,C,P37551,94095,d1p4ac2
1p4a,D,P37551,94096,d1p4ad1
1p4a,D,P37551,94097,d1p4ad2
1p4b,H,P01820,94098,d1p4bh_
1p4b,L,P01723,94099,d1p4bl_
1p4c,A,P05414,94100,d1p4ca_
1p4c,A,P20932,94100,d1p4ca_
1p4d,A,P14565,94101,d1p4da_
1p4d,B,P14565,94102,d1p4db_
1p4d,C,P14565,94103,d1p4dc_
1p4e,A,P03870,87764,d1p4ea1
1p4e,A,P03870,87765,d1p4ea2
1p4e,B,P03870,87766,d1p4eb1
1p4e,B,P03870,87767,d1p4eb2
1p4e,C,P03870,87768,d1p4ec1
1p4e,C,P03870,87769,d1p4ec2
1p4e,D,P03870,87770,d1p4ed1
1p4e,D,P03870,87771,d1p4ed2
1p4f,A,P53355,104063,d1p4fa_
1p4g,A,P00489,104064,d1p4ga_
1p4h,A,P00489,104065,d1p4ha_
1p4i,H,P01820,94104,d1p4ih_
1p4i,L,P01723,94105,d1p4il_
1p4j,A,P00489,104066,d1p4ja_
1p4k,A,Q47898,87772,d1p4ka_
1p4k,C,Q47898,87773,d1p4kc_
1p4l,A,P01901,94106,d1p4la1
1p4l,A,P01901,94107,d1p4la2
1p4l,B,P01887,94108,d1p4lb_
1p4l,D,Q64329,94109,d1p4ld_
1p4m,A,Q969G6,87774,d1p4ma_
1p4n,A,Q9EY50,94110,d1p4na1
1p4n,A,Q9EY50,94111,d1p4na2
1p4o,A,P08069,87775,d1p4oa_
1p4o,B,P08069,87776,d1p4ob_
1p4p,A,P17739,94112,d1p4pa_
1p4q,A,Q99967,87777,d1p4qa_
1p4q,B,Q09472,87778,d1p4qb_
1p4r,A,P31939,94113,d1p4ra1
1p4r,A,P31939,94114,d1p4ra2
1p4r,B,P31939,94115,d1p4rb1
1p4r,B,P31939,94116,d1p4rb2
1p4s,A,P9WKF5,94117,d1p4sa_
1p4t,A,Q9RP17,87779,d1p4ta_
1p4u,A,Q9NZ52,87780,d1p4ua_
1p4v,A,Q47898,87781,d1p4va_
1p4v,C,Q47898,87782,d1p4vc_
1p4w,A,P96320,87783,d1p4wa_
1p4x,A,Q2G1N7,87784,d1p4xa1
1p4x,A,Q2G1N7,87785,d1p4xa2
1p50,A,P51541,87786,d1p50a1
1p50,A,P51541,87787,d1p50a2
1p51,A,P05514,87788,d1p51a_
1p51,B,P05514,87789,d1p51b_
1p51,C,P05514,87790,d1p51c_
1p51,D,P05514,87791,d1p51d_
1p52,A,P51541,87792,d1p52a1
1p52,A,P51541,87793,d1p52a2
1p53,A,P05362,94118,d1p53a1
1p53,A,P05362,94119,d1p53a2
1p53,A,P05362,94120,d1p53a3
1p53,B,P05362,94121,d1p53b1
1p53,B,P05362,94122,d1p53b2
1p53,B,P05362,94123,d1p53b3
1p56,A,P00720,94124,d1p56a_
1p57,A,P05981,94125,d1p57a_
1p57,B,P05981,94126,d1p57b_
1p58,A,P14337,94127,d1p58a_
1p58,B,P14337,94128,d1p58b_
1p58,C,P14337,94129,d1p58c_
1p58,D,Q9WDA7,94130,d1p58d_
1p58,E,Q9WDA7,94131,d1p58e_
1p58,F,Q9WDA7,94132,d1p58f_
1p5a,A,P03377,87795,d1p5aa_
1p5b,A,P05414,94133,d1p5ba_
1p5b,A,P20932,94133,d1p5ba_
1p5c,A,P00720,94134,d1p5ca_
1p5c,B,P00720,94135,d1p5cb_
1p5c,C,P00720,94136,d1p5cc_
1p5c,D,P00720,94137,d1p5cd_
1p5d,X,P26276,94138,d1p5dx1
1p5d,X,P26276,94139,d1p5dx2
1p5d,X,P26276,94140,d1p5dx3
1p5d,X,P26276,94141,d1p5dx4
1p5e,A,P24941,87796,d1p5ea_
1p5e,B,P20248,87797,d1p5eb1
1p5e,B,P20248,87798,d1p5eb2
1p5e,C,P24941,87799,d1p5ec_
1p5e,D,P20248,87800,d1p5ed1
1p5e,D,P20248,87801,d1p5ed2
1p5f,A,Q99497,94142,d1p5fa_
1p5g,X,P26276,94143,d1p5gx1
1p5g,X,P26276,94144,d1p5gx2
1p5g,X,P26276,94145,d1p5gx3
1p5g,X,P26276,94146,d1p5gx4
1p5h,A,O06644,87802,d1p5ha_
1p5h,B,O06644,87803,d1p5hb_
1p5j,A,P20132,104067,d1p5ja_
1p5k,A,P56029,87804,d1p5ka_
1p5l,A,P56029,87805,d1p5la_
1p5q,A,Q02790,104068,d1p5qa1
1p5q,A,Q02790,104069,d1p5qa2
1p5q,B,Q02790,104070,d1p5qb1
1p5q,B,Q02790,104071,d1p5qb2
1p5q,C,Q02790,104072,d1p5qc1
1p5q,C,Q02790,104073,d1p5qc2
1p5r,A,O06644,87806,d1p5ra_
1p5r,B,O06644,87807,d1p5rb_
1p5s,A,O14188,94147,d1p5sa_
1p5t,A,P97465,94148,d1p5ta_
1p5t,B,P97465,94149,d1p5tb_
1p5u,A,P26926,87808,d1p5ua1
1p5u,A,P26926,87809,d1p5ua2
1p5u,B,P26948,87810,d1p5ub_
1p5u,C,P26948,87811,d1p5uc_
1p5v,A,P26926,87812,d1p5va1
1p5v,A,P26926,87813,d1p5va2
1p5v,B,P26948,87814,d1p5vb_
1p5w,A,P17455,94150,d1p5wa_
1p5x,A,P09598,94151,d1p5xa_
1p5y,A,P17455,94152,d1p5ya_
1p5z,B,P27707,87815,d1p5zb_
1p60,A,P27707,87816,d1p60a_
1p60,B,P27707,87817,d1p60b_
1p61,B,P27707,87818,d1p61b_
1p62,B,P27707,87819,d1p62b_
1p63,A,P05230,94153,d1p63a_
1p63,B,P05230,94154,d1p63b_
1p64,A,P00720,94155,d1p64a_
1p65,A,Q9YJI1,94156,d1p65a_
1p65,B,Q9YJI1,94157,d1p65b_
1p69,A,P36711,94159,d1p69a_
1p69,B,P78310,94160,d1p69b_
1p6a,A,P36711,94161,d1p6aa_
1p6a,B,P78310,94162,d1p6ab_
1p6b,A,P0A433,94163,d1p6ba_
1p6b,B,P0A433,94164,d1p6bb_
1p6c,A,P0A433,94165,d1p6ca_
1p6c,B,P0A433,94166,d1p6cb_
1p6d,A,P09598,94167,d1p6da_
1p6e,A,P09598,94168,d1p6ea_
1p6f,A,O76036,94169,d1p6fa1
1p6f,A,O76036,94170,d1p6fa2
1p6h,A,P29476,94171,d1p6ha_
1p6h,B,P29476,94172,d1p6hb_
1p6i,A,P29476,94173,d1p6ia_
1p6i,B,P29476,94174,d1p6ib_
1p6j,A,P29476,94175,d1p6ja_
1p6j,B,P29476,94176,d1p6jb_
1p6k,A,P29476,94177,d1p6ka_
1p6k,B,P29476,94178,d1p6kb_
1p6l,A,P29473,94179,d1p6la_
1p6l,B,P29473,94180,d1p6lb_
1p6m,A,P29473,94181,d1p6ma_
1p6m,B,P29473,94182,d1p6mb_
1p6n,A,P29473,94183,d1p6na_
1p6n,B,P29473,94184,d1p6nb_
1p6o,A,Q12178,94185,d1p6oa_
1p6o,B,Q12178,94186,d1p6ob_
1p6p,A,P83409,87839,d1p6pa_
1p6q,A,Q52884,104074,d1p6qa_
1p6r,A,P06555,94187,d1p6ra_
1p6s,A,P31751,104075,d1p6sa_
1p6t,A,O32220,94188,d1p6ta1
1p6t,A,O32220,94189,d1p6ta2
1p6u,A,Q52884,94190,d1p6ua_
1p6v,A,O66640,94191,d1p6va_
1p6v,C,O66640,94192,d1p6vc_
1p6w,A,P00693,94193,d1p6wa1
1p6w,A,P00693,94194,d1p6wa2
1p6x,A,P24425,94195,d1p6xa_
1p6x,B,P24425,94196,d1p6xb_
1p6y,A,P00720,94197,d1p6ya_
1p71,A,P05514,87840,d1p71a_
1p71,B,P05514,87841,d1p71b_
1p72,A,P24425,94200,d1p72a_
1p72,B,P24425,94201,d1p72b_
1p73,A,P24425,94202,d1p73a_
1p73,B,P24425,94203,d1p73b_
1p73,C,P24425,94204,d1p73c_
1p73,D,P24425,94205,d1p73d_
1p74,A,P43876,94206,d1p74a1
1p74,A,P43876,94207,d1p74a2
1p74,B,P43876,94208,d1p74b1
1p74,B,P43876,94209,d1p74b2
1p75,A,P24425,94210,d1p75a_
1p75,B,P24425,94211,d1p75b_
1p75,C,P24425,94212,d1p75c_
1p75,D,P24425,94213,d1p75d_
1p77,A,P43876,94214,d1p77a1
1p77,A,P43876,94215,d1p77a2
1p78,A,P05514,87842,d1p78a_
1p78,B,P05514,87843,d1p78b_
1p7a,A,Q60980,94216,d1p7aa_
1p7b,A,P83698,87844,d1p7ba1
1p7b,A,P83698,87845,d1p7ba2
1p7b,B,P83698,87846,d1p7bb1
1p7b,B,P83698,87847,d1p7bb2
1p7c,A,P0DTH5,94217,d1p7ca_
1p7c,B,P0DTH5,94218,d1p7cb_
1p7d,A,P03700,94219,d1p7da_
1p7d,B,P03700,94220,d1p7db_
1p7e,A,P19909,94221,d1p7ea_
1p7f,A,P19909,94222,d1p7fa_
1p7g,A,O93724,94223,d1p7ga1
1p7g,A,O93724,94224,d1p7ga2
1p7g,B,O93724,94225,d1p7gb1
1p7g,B,O93724,94226,d1p7gb2
1p7g,C,O93724,94227,d1p7gc1
1p7g,C,O93724,94228,d1p7gc2
1p7g,D,O93724,94229,d1p7gd1
1p7g,D,O93724,94230,d1p7gd2
1p7g,E,O93724,94231,d1p7ge1
1p7g,E,O93724,94232,d1p7ge2
1p7g,F,O93724,94233,d1p7gf1
1p7g,F,O93724,94234,d1p7gf2
1p7g,G,O93724,94235,d1p7gg1
1p7g,G,O93724,94236,d1p7gg2
1p7g,H,O93724,94237,d1p7gh1
1p7g,H,O93724,94238,d1p7gh2
1p7g,I,O93724,94239,d1p7gi1
1p7g,I,O93724,94240,d1p7gi2
1p7g,J,O93724,94241,d1p7gj1
1p7g,J,O93724,94242,d1p7gj2
1p7g,K,O93724,94243,d1p7gk1
1p7g,K,O93724,94244,d1p7gk2
1p7g,L,O93724,94245,d1p7gl1
1p7g,L,O93724,94246,d1p7gl2
1p7g,M,O93724,94247,d1p7gm1
1p7g,M,O93724,94248,d1p7gm2
1p7g,N,O93724,94249,d1p7gn1
1p7g,N,O93724,94250,d1p7gn2
1p7g,O,O93724,94251,d1p7go1
1p7g,O,O93724,94252,d1p7go2
1p7g,P,O93724,94253,d1p7gp1
1p7g,P,O93724,94254,d1p7gp2
1p7g,Q,O93724,94255,d1p7gq1
1p7g,Q,O93724,94256,d1p7gq2
1p7g,R,O93724,94257,d1p7gr1
1p7g,R,O93724,94258,d1p7gr2
1p7g,S,O93724,94259,d1p7gs1
1p7g,S,O93724,94260,d1p7gs2
1p7g,T,O93724,94261,d1p7gt1
1p7g,T,O93724,94262,d1p7gt2
1p7g,U,O93724,94263,d1p7gu1
1p7g,U,O93724,94264,d1p7gu2
1p7g,V,O93724,94265,d1p7gv1
1p7g,V,O93724,94266,d1p7gv2
1p7g,W,O93724,94267,d1p7gw1
1p7g,W,O93724,94268,d1p7gw2
1p7g,X,O93724,94269,d1p7gx1
1p7g,X,O93724,94270,d1p7gx2
1p7h,L,Q13469,94271,d1p7hl1
1p7h,L,Q13469,94272,d1p7hl2
1p7h,M,Q13469,94273,d1p7hm1
1p7h,M,Q13469,94274,d1p7hm2
1p7h,N,Q13469,94275,d1p7hn1
1p7h,N,Q13469,94276,d1p7hn2
1p7h,O,Q13469,94277,d1p7ho1
1p7h,O,Q13469,94278,d1p7ho2
1p7i,A,P02836,94279,d1p7ia_
1p7i,B,P02836,94280,d1p7ib_
1p7i,C,P02836,94281,d1p7ic_
1p7i,D,P02836,94282,d1p7id_
1p7j,A,P02836,94283,d1p7ja_
1p7j,B,P02836,94284,d1p7jb_
1p7j,C,P02836,94285,d1p7jc_
1p7j,D,P02836,94286,d1p7jd_
1p7k,A,I6L978,94287,d1p7ka1
1p7k,A,I6L978,94288,d1p7ka2
1p7k,B,P01868,94289,d1p7kb1
1p7k,B,P01868,94290,d1p7kb2
1p7k,H,P01868,94291,d1p7kh1
1p7k,H,P01868,94292,d1p7kh2
1p7k,L,I6L978,94293,d1p7kl1
1p7k,L,I6L978,94294,d1p7kl2
1p7l,A,P0A817,94295,d1p7la1
1p7l,A,P0A817,94296,d1p7la2
1p7l,A,P0A817,94297,d1p7la3
1p7l,B,P0A817,94298,d1p7lb1
1p7l,B,P0A817,94299,d1p7lb2
1p7l,B,P0A817,94300,d1p7lb3
1p7l,C,P0A817,94301,d1p7lc1
1p7l,C,P0A817,94302,d1p7lc2
1p7l,C,P0A817,94303,d1p7lc3
1p7l,D,P0A817,94304,d1p7ld1
1p7l,D,P0A817,94305,d1p7ld2
1p7l,D,P0A817,94306,d1p7ld3
1p7m,A,P05100,94307,d1p7ma_
1p7n,A,P03322,94308,d1p7na_
1p7o,A,Q45Z29,104076,d1p7oa_
1p7o,B,Q45Z29,104077,d1p7ob_
1p7o,C,Q45Z29,104078,d1p7oc_
1p7o,D,Q45Z29,104079,d1p7od_
1p7o,E,Q45Z29,104080,d1p7oe_
1p7o,F,Q45Z29,104081,d1p7of_
1p7p,A,P00959,94309,d1p7pa1
1p7p,A,P00959,94310,d1p7pa2
1p7p,A,P00959,94311,d1p7pa3
1p7q,A,P04439,94312,d1p7qa1
1p7q,A,P04439,94313,d1p7qa2
1p7q,B,P61769,94314,d1p7qb_
1p7q,D,Q8NHL6,94315,d1p7qd1
1p7q,D,Q8NHL6,94316,d1p7qd2
1p7r,A,P00183,94317,d1p7ra_
1p7s,A,P00720,94318,d1p7sa_
1p7t,A,P37330,94319,d1p7ta_
1p7t,B,P37330,94320,d1p7tb_
1p7v,A,P06873,104082,d1p7va_
1p7w,A,P06873,104083,d1p7wa_
1p7y,A,P21179,94321,d1p7ya1
1p7y,A,P21179,94322,d1p7ya2
1p7y,B,P21179,94323,d1p7yb1
1p7y,B,P21179,94324,d1p7yb2
1p7y,C,P21179,94325,d1p7yc1
1p7y,C,P21179,94326,d1p7yc2
1p7y,D,P21179,94327,d1p7yd1
1p7y,D,P21179,94328,d1p7yd2
1p7z,A,P21179,94329,d1p7za1
1p7z,A,P21179,94330,d1p7za2
1p7z,B,P21179,94331,d1p7zb1
1p7z,B,P21179,94332,d1p7zb2
1p7z,C,P21179,94333,d1p7zc1
1p7z,C,P21179,94334,d1p7zc2
1p7z,D,P21179,94335,d1p7zd1
1p7z,D,P21179,94336,d1p7zd2
1p80,A,P21179,94337,d1p80a1
1p80,A,P21179,94338,d1p80a2
1p80,B,P21179,94339,d1p80b1
1p80,B,P21179,94340,d1p80b2
1p80,C,P21179,94341,d1p80c1
1p80,C,P21179,94342,d1p80c2
1p80,D,P21179,94343,d1p80d1
1p80,D,P21179,94344,d1p80d2
1p81,A,P21179,94345,d1p81a1
1p81,A,P21179,94346,d1p81a2
1p81,B,P21179,94347,d1p81b1
1p81,B,P21179,94348,d1p81b2
1p81,C,P21179,94349,d1p81c1
1p81,C,P21179,94350,d1p81c2
1p81,D,P21179,94351,d1p81d1
1p81,D,P21179,94352,d1p81d2
1p82,A,P9WPE5,87848,d1p82a_
1p83,A,P9WPE5,87849,d1p83a_
1p84,A,P07256,87850,d1p84a1
1p84,A,P07256,87851,d1p84a2
1p84,B,P07257,87852,d1p84b1
1p84,B,P07257,87853,d1p84b2
1p84,C,P00163,87854,d1p84c1
1p84,C,P00163,87855,d1p84c2
1p84,D,P07143,87856,d1p84d1
1p84,D,P07143,87857,d1p84d2
1p84,E,P08067,87858,d1p84e1
1p84,E,P08067,87859,d1p84e2
1p84,F,P00127,87860,d1p84f_
1p84,G,P00128,87861,d1p84g_
1p84,H,P08525,87862,d1p84h_
1p84,I,P22289,87863,d1p84i_
1p88,A,P0A6D3,111631,d1p88a_
1p89,A,P0A6D3,111632,d1p89a_
1p8a,A,O00810,104084,d1p8aa_
1p8b,A,P62931,94353,d1p8ba_
1p8c,A,Q9X1V5,94354,d1p8ca_
1p8c,B,Q9X1V5,94355,d1p8cb_
1p8c,C,Q9X1V5,94356,d1p8cc_
1p8c,D,Q9X1V5,94357,d1p8cd_
1p8c,E,Q9X1V5,94358,d1p8ce_
1p8c,F,Q9X1V5,94359,d1p8cf_
1p8d,A,P55055,87941,d1p8da_
1p8d,B,P55055,87942,d1p8db_
1p8f,A,P08200,87943,d1p8fa_
1p8g,A,O32221,94360,d1p8ga_
1p8h,A,P02945,87944,d1p8ha_
1p8i,A,P02945,87945,d1p8ia_
1p8j,A,P23188,87946,d1p8ja1
1p8j,A,P23188,87947,d1p8ja2
1p8j,B,P23188,87948,d1p8jb1
1p8j,B,P23188,87949,d1p8jb2
1p8j,C,P23188,87950,d1p8jc1
1p8j,C,P23188,87951,d1p8jc2
1p8j,D,P23188,87952,d1p8jd1
1p8j,D,P23188,87953,d1p8jd2
1p8j,E,P23188,87954,d1p8je1
1p8j,E,P23188,87955,d1p8je2
1p8j,F,P23188,87956,d1p8jf1
1p8j,F,P23188,87957,d1p8jf2
1p8j,G,P23188,87958,d1p8jg1
1p8j,G,P23188,87959,d1p8jg2
1p8j,H,P23188,87960,d1p8jh1
1p8j,H,P23188,87961,d1p8jh2
1p8k,Z,P03880,94361,d1p8kz1
1p8k,Z,P03880,94362,d1p8kz2
1p8l,A,O41026,94363,d1p8la1
1p8l,A,O41026,94364,d1p8la2
1p8m,A,P07824,87962,d1p8ma_
1p8m,B,P07824,87963,d1p8mb_
1p8m,C,P07824,87964,d1p8mc_
1p8n,A,P07824,87965,d1p8na_
1p8n,B,P07824,87966,d1p8nb_
1p8n,C,P07824,87967,d1p8nc_
1p8o,A,P07824,87968,d1p8oa_
1p8o,B,P07824,87969,d1p8ob_
1p8o,C,P07824,87970,d1p8oc_
1p8p,A,P07824,87971,d1p8pa_
1p8p,B,P07824,87972,d1p8pb_
1p8p,C,P07824,87973,d1p8pc_
1p8q,A,P07824,87974,d1p8qa_
1p8q,B,P07824,87975,d1p8qb_
1p8q,C,P07824,87976,d1p8qc_
1p8r,A,P07824,87977,d1p8ra_
1p8r,B,P07824,87978,d1p8rb_
1p8s,A,P07824,87979,d1p8sa_
1p8s,B,P07824,87980,d1p8sb_
1p8s,C,P07824,87981,d1p8sc_
1p8t,A,Q9BZR6,87982,d1p8ta_
1p8u,A,P02945,87983,d1p8ua_
1p8v,A,P07359,87985,d1p8va_
1p8v,B,P00734,87984,d1p8v.1
1p8v,C,P00734,87984,d1p8v.1
1p8x,A,P06396,94365,d1p8xa1
1p8x,A,P06396,94366,d1p8xa2
1p8x,A,P06396,94367,d1p8xa3
1p8x,B,P06396,94368,d1p8xb1
1p8x,B,P06396,94369,d1p8xb2
1p8x,B,P06396,94370,d1p8xb3
1p8x,C,P06396,94371,d1p8xc1
1p8x,C,P06396,94372,d1p8xc2
1p8x,C,P06396,94373,d1p8xc3
1p8z,A,P68135,94374,d1p8za1
1p8z,A,P68135,94375,d1p8za2
1p8z,G,P06396,94376,d1p8zg_
1p90,A,Q9F5X9,94377,d1p90a_
1p91,A,P36999,94378,d1p91a_
1p91,B,P36999,94379,d1p91b_
1p92,A,P0DJL7,104085,d1p92a1
1p92,A,P0DJL7,104086,d1p92a2
1p92,A,P0DJL7,104087,d1p92a3
1p93,A,P04150,87986,d1p93a_
1p93,B,P04150,87987,d1p93b_
1p93,C,P04150,87988,d1p93c_
1p93,D,P04150,87989,d1p93d_
1p94,A,Q9KJ82,94380,d1p94a_
1p94,B,Q9KJ82,94381,d1p94b_
1p97,A,Q99814,94382,d1p97a_
1p98,A,P54725,94383,d1p98a_
1p99,A,A0A0H3JTG5,94384,d1p99a_
1p9a,G,P07359,87990,d1p9ag_
1p9b,A,Q9U8D3,94385,d1p9ba_
1p9c,A,P55036,94386,d1p9ca_
1p9d,S,P55036,94387,d1p9ds_
1p9d,U,P54725,94388,d1p9du_
1p9e,A,Q841S6,104088,d1p9ea_
1p9e,B,Q841S6,104089,d1p9eb_
1p9f,A,Q9UHF0,104090,d1p9fa_
1p9g,A,P83597,104091,d1p9ga_
1p9h,A,P31489,94389,d1p9ha_
1p9j,A,P01133,94391,d1p9ja_
1p9k,A,P0AAS7,94392,d1p9ka_
1p9l,A,P9WP23,94393,d1p9la1
1p9l,A,P9WP23,94394,d1p9la2
1p9l,B,P9WP23,94395,d1p9lb1
1p9l,B,P9WP23,94396,d1p9lb2
1p9m,A,P40189,87991,d1p9ma1
1p9m,A,P40189,87992,d1p9ma2
1p9m,A,P40189,87993,d1p9ma3
1p9m,B,P05231,87994,d1p9mb_
1p9m,C,P08887,87995,d1p9mc1
1p9m,C,P08887,87996,d1p9mc2
1p9n,A,P32125,87997,d1p9na_
1p9n,B,P32125,87998,d1p9nb_
1p9o,A,Q9HAB8,94397,d1p9oa_
1p9o,B,Q9HAB8,94398,d1p9ob_
1p9p,A,P0A873,104092,d1p9pa_
1p9q,C,O29759,104093,d1p9qc1
1p9q,C,O29759,104094,d1p9qc2
1p9q,C,O29759,104095,d1p9qc3
1p9r,A,P37093,94399,d1p9ra_
1p9s,A,P0C6U2,87999,d1p9sa_
1p9s,B,P0C6U2,88000,d1p9sb_
1p9u,A,P0C6Y5,88001,d1p9ua_
1p9u,B,P0C6Y5,88002,d1p9ub_
1p9u,C,P0C6Y5,88003,d1p9uc_
1p9u,D,P0C6Y5,88004,d1p9ud_
1p9u,E,P0C6Y5,88005,d1p9ue_
1p9u,F,P0C6Y5,88006,d1p9uf_
1p9w,A,P37093,94400,d1p9wa_
1p9y,A,P0A850,94402,d1p9ya_
1p9y,B,P0A850,94403,d1p9yb_
1p9z,A,P83597,104096,d1p9za_
1pa0,A,Q9IAT9,104097,d1pa0a_
1pa0,B,Q9IAT9,104098,d1pa0b_
